unit_id,time_cycle,wear_value,temperature
1,178,0.23222,37.914
1,179,0.24128,38.435
1,180,0.2444,38.24
1,181,0.24439,37.972
1,182,0.24703,38.288
1,183,0.24194,38.416
1,184,0.24365,37.864
1,185,0.25592,38.625
1,186,0.262,38.79
1,187,0.26773,38.906
1,188,0.26507,38.693
1,189,0.2683,38.837
1,190,0.26894,38.86
1,191,0.27695,39.019
1,192,0.28244,38.592
1,193,0.28182,39.048
1,194,0.28937,39.284
1,195,0.29505,39.658
1,196,0.2994,39.386
1,197,0.29614,39.104
1,198,0.30914,39.87
1,199,0.31769,39.677
1,200,0.31492,39.832
1,201,0.32902,40.11
1,202,0.3318,40.181
1,203,0.33506,40.423
1,204,0.33604,40.034
1,205,0.33932,40.607
1,206,0.34901,40.431
1,207,0.34931,40.178
1,208,0.36173,40.97
1,209,0.36077,40.812
1,210,0.35809,40.616
1,211,0.37766,41.332
1,212,0.37928,41.168
1,213,0.38688,41.278
1,214,0.38287,41.247
1,215,0.39707,41.779
1,216,0.39573,41.501
1,217,0.40733,41.555
1,218,0.41582,42.108
1,219,0.41905,42.439
1,220,0.42538,42.075
1,221,0.43132,42.129
1,222,0.43765,42.142
1,223,0.44591,42.619
1,224,0.44444,42.555
1,225,0.46076,43.03
1,226,0.47254,43.352
1,227,0.4725,43.033
1,228,0.48467,43.334
1,229,0.48495,43.924
1,230,0.49625,43.567
1,231,0.49648,43.868
1,232,0.50919,43.977
1,233,0.52504,44.119
1,234,0.52964,44.717
1,235,0.52779,44.21
1,236,0.54244,44.651
1,237,0.55445,44.735
1,238,0.56075,44.928
1,239,0.57084,45.344
1,240,0.58491,45.815
1,241,0.59305,45.605
1,242,0.59976,46.399
1,243,0.61332,46.128
1,244,0.62524,46.396
1,245,0.62605,46.77
1,246,0.63347,46.268
1,247,0.65262,47.069
1,248,0.65969,47.144
1,249,0.66872,47.319
1,250,0.67784,47.531
1,251,0.68955,47.694
1,252,0.70006,47.586
1,253,0.7162,48.513
1,254,0.72454,48.662
1,255,0.73758,48.751
1,256,0.74616,49.186
1,257,0.76112,49.812
1,258,0.77898,49.975
1,259,0.78187,49.738
1,260,0.79353,50.158
1,261,0.79941,50.137
1,262,0.8222,50.415
1,263,0.8399,50.874
1,264,0.85128,51.904
1,265,0.85749,51.451
1,266,0.87627,51.765
1,267,0.89513,52.514
1,268,0.90962,52.46
1,269,0.93095,52.711
1,270,0.93201,53.122
1,271,0.95169,53.609
1,272,0.97309,53.949
1,273,0.98292,54.066
1,274,1.00079,54.507
2,0,0.07073,33.765
2,1,0.07564,33.889
2,2,0.0628,33.399
2,3,0.06358,33.553
2,4,0.07125,34.18
2,5,0.0726,33.839
2,6,0.07473,33.502
2,7,0.07248,34.034
2,8,0.06574,33.914
2,9,0.07313,33.815
2,10,0.07443,34.39
2,11,0.07276,33.937
2,12,0.07032,33.647
2,13,0.07561,33.798
2,14,0.07271,33.791
2,15,0.07447,34.004
2,16,0.07684,33.903
2,17,0.07175,33.663
2,18,0.0712,33.918
2,19,0.07614,33.8
2,20,0.07674,34.273
2,21,0.07506,34.329
2,22,0.07046,33.572
2,23,0.06659,34.009
2,24,0.07648,33.983
2,25,0.07513,33.731
2,26,0.08395,34.235
2,27,0.07477,34.091
2,28,0.07642,34.038
2,29,0.07149,33.945
2,30,0.08235,34.433
2,31,0.08136,34.033
2,32,0.0712,33.818
2,33,0.07556,34.187
2,34,0.06874,34.078
2,35,0.07506,33.868
2,36,0.07182,33.53
2,37,0.07935,34.092
2,38,0.07108,33.58
2,39,0.07509,34.288
2,40,0.07559,33.668
2,41,0.07584,33.922
2,42,0.06623,33.689
2,43,0.07629,34.129
2,44,0.08482,34.46
2,45,0.07655,33.775
2,46,0.08813,34.342
2,47,0.07811,34.037
2,48,0.07906,34.04
2,49,0.07619,33.877
2,50,0.07857,33.946
2,51,0.07608,34.004
2,52,0.07814,34.343
2,53,0.06879,33.992
2,54,0.08461,33.814
2,55,0.07849,33.978
2,56,0.07447,33.781
2,57,0.07591,34.329
2,58,0.08434,34.475
2,59,0.08374,33.978
2,60,0.07901,34.165
2,61,0.07648,34.137
2,62,0.08067,34.04
2,63,0.08474,34.321
2,64,0.08072,34.349
2,65,0.07811,34.165
2,66,0.08509,34.18
2,67,0.0843,33.97
2,68,0.08698,34.26
2,69,0.08149,34.348
2,70,0.08105,33.845
2,71,0.07794,34.158
2,72,0.07935,34.428
2,73,0.07645,34.333
2,74,0.08594,34.247
2,75,0.08323,34.269
2,76,0.08558,34.477
2,77,0.08651,34.313
2,78,0.08493,34.226
2,79,0.08795,33.983
2,80,0.08167,34.293
2,81,0.08809,34.292
2,82,0.08783,34.391
2,83,0.08595,34.112
2,84,0.08926,34.167
2,85,0.09047,34.057
2,86,0.09333,34.574
2,87,0.09061,34.598
2,88,0.09663,34.777
2,89,0.08299,33.926
2,90,0.08825,34.338
2,91,0.09321,34.331
2,92,0.09229,34.299
2,93,0.08951,34.088
2,94,0.08868,34.075
2,95,0.08889,34.562
2,96,0.08942,34.893
2,97,0.09563,34.582
2,98,0.09066,34.543
2,99,0.09224,34.472
2,100,0.10523,34.803
2,101,0.10005,34.532
2,102,0.09578,34.904
2,103,0.09388,34.858
2,104,0.0997,34.55
2,105,0.09988,34.863
2,106,0.10033,34.367
2,107,0.09544,34.491
2,108,0.09856,34.754
2,109,0.10008,34.407
2,110,0.10141,34.834
2,111,0.10266,34.964
2,112,0.10429,34.887
2,113,0.10122,34.374
2,114,0.10377,34.821
2,115,0.1037,34.522
2,116,0.09886,34.849
2,117,0.1036,34.911
2,118,0.10446,34.806
2,119,0.10869,34.818
2,120,0.10592,34.749
2,121,0.10441,34.736
2,122,0.10766,34.796
2,123,0.11242,34.85
2,124,0.10729,34.793
2,125,0.11447,35.127
2,126,0.11347,34.762
2,127,0.11107,35.168
2,128,0.11101,35.201
2,129,0.10929,35.221
2,130,0.12125,35.21
2,131,0.11098,35.278
2,132,0.11979,35.136
2,133,0.11252,34.975
2,134,0.10956,34.763
2,135,0.11167,34.853
2,136,0.1163,35.187
2,137,0.12341,35.145
2,138,0.12192,35.259
2,139,0.11858,35.341
2,140,0.11508,35.182
2,141,0.12105,35.376
2,142,0.12237,35.806
2,143,0.1195,35.126
2,144,0.1204,35.147
2,145,0.12121,35.519
2,146,0.13031,35.429
2,147,0.12218,35.404
2,148,0.1242,35.494
2,149,0.12813,35.178
2,150,0.13444,36.021
2,151,0.12673,35.363
2,152,0.13128,35.638
2,153,0.13373,36.044
2,154,0.13137,35.414
2,155,0.12755,35.318
2,156,0.03394,26.719685303584267
2,157,0.13303,35.666
2,158,0.13607,35.947
2,159,0.14729,35.926
2,160,0.13629,35.924
2,161,0.14206,36.251
2,162,0.14276,35.83
2,163,0.2439,50.69092894125565
2,164,0.14595,36.095
2,165,0.14808,36.288
2,166,0.1505,36.254
2,167,0.14548,36.009
2,168,0.15217,36.009
2,169,0.15003,36.032
2,170,0.1499,36.363
2,171,0.1518,36.171
2,172,0.14686,36.169
2,173,0.15616,36.72
2,174,0.15365,36.259
2,175,0.1572,36.633
2,176,0.15716,36.372
2,177,0.16133,36.473
2,178,0.15849,36.393
2,179,0.16597,36.364
2,180,0.16362,36.362
2,181,0.16931,36.361
2,182,0.16375,36.581
2,183,0.17373,36.78
2,184,0.16675,36.968
2,185,0.1647,36.093
2,186,0.1738,36.694
2,187,0.16952,36.813
2,188,0.17617,36.75
2,189,0.17168,36.908
2,190,0.18104,36.983
2,191,0.18749,36.974
2,192,0.17568,36.71
2,193,0.18331,37.117
2,194,0.18426,37.166
2,195,0.18197,37.319
2,196,0.18843,37.439
2,197,0.19194,37.408
2,198,0.19468,37.485
2,199,0.19683,37.723
2,200,0.19693,37.602
2,201,0.1977,37.77
2,202,0.19729,37.831
2,203,0.20181,37.314
2,204,0.20448,37.541
2,205,0.20935,37.687
2,206,0.20626,37.351
2,207,0.20832,37.303
2,208,0.20591,37.871
2,209,0.21753,38.138
2,210,0.2127,37.904
2,211,0.21876,37.857
2,212,0.22703,38.502
2,213,0.2224,38.198
2,214,0.22642,37.9
2,215,0.22694,38.187
2,216,0.22629,38.249
2,217,0.23989,38.824
2,218,0.23285,38.608
2,219,0.24321,38.977
2,220,0.24036,38.58
2,221,0.24546,38.935
2,222,0.24883,39.081
2,223,0.25207,38.94
2,224,0.2558,39.193
2,225,0.26152,39.181
2,226,0.2629,39.398
2,227,0.25612,39.067
2,228,0.26026,39.367
2,229,0.26649,39.347
2,230,0.2672,39.91
2,231,0.27714,39.855
2,232,0.27336,39.683
2,233,0.27868,39.608
2,234,0.27827,39.467
2,235,0.284,40.095
2,236,0.28362,40.269
2,237,0.28385,39.668
2,238,0.2929,40.431
2,239,0.30203,40.392
2,240,0.30295,40.503
2,241,0.30133,40.641
2,242,0.30807,40.343
2,243,0.31485,41.129
2,244,0.30997,40.792
2,245,0.31804,40.997
2,246,0.3175,40.795
2,247,0.32329,41.33
2,248,0.32931,41.195
2,249,0.33402,40.835
2,250,0.33938,41.211
2,251,0.33724,41.273
2,252,0.33747,41.736
2,253,0.3448,41.784
2,254,0.35056,41.976
2,255,0.35519,41.757
2,256,0.36307,42.142
2,257,0.35711,41.983
2,258,0.37366,42.715
2,259,0.37064,42.388
2,260,0.37519,43.005
2,261,0.38251,42.886
2,262,0.38968,43.054
2,263,0.38916,42.952
2,264,0.39461,43.14
2,265,0.40258,43.388
2,266,0.40744,43.501
2,267,0.40973,43.183
2,268,0.41806,43.892
2,269,0.42344,43.398
2,270,0.43293,44.222
2,271,0.43421,44.079
2,272,0.4375,44.171
2,273,0.5379,54.72287452718599
2,274,0.44506,44.643
2,275,0.3548,35.78810203106229
2,276,0.45751,45.031
2,277,0.47218,45.368
2,278,0.46912,45.502
2,279,0.47856,45.801
2,280,0.48261,45.451
2,281,0.49258,45.737
2,282,0.49334,45.838
2,283,0.49804,46.19
2,284,0.50584,46.433
2,285,0.51736,46.77
2,286,0.51637,46.844
2,287,0.52864,46.759
2,288,0.53289,47.267
2,289,0.53604,47.492
2,290,0.54344,47.455
2,291,0.55027,47.63
2,292,0.55359,47.434
2,293,0.57147,48.067
2,294,0.56834,47.716
2,295,0.57708,48.133
2,296,0.59363,49.076
2,297,0.59184,49.273
2,298,0.60616,49.17
2,299,0.59999,49.515
2,300,0.6123,49.082
2,301,0.62992,50.406
2,302,0.63946,50.305
2,303,0.64451,50.509
2,304,0.65349,50.653
2,305,0.65932,50.752
2,306,0.66446,50.856
2,307,0.66939,51.034
2,308,0.68102,51.168
2,309,0.69464,52.059
2,310,0.70667,51.812
2,311,0.70824,52.36
2,312,0.7176,52.396
2,313,0.7332,52.696
2,314,0.74102,52.848
2,315,0.74794,53.378
2,316,0.75385,53.572
2,317,0.77017,54.064
2,318,0.78131,54.547
2,319,0.79123,54.474
2,320,0.80168,54.969
2,321,0.812,55.165
2,322,0.81977,55.248
2,323,0.82789,55.964
2,324,0.8396,55.813
2,325,0.85294,56.514
2,326,0.86603,56.961
2,327,0.87608,57.057
2,328,0.88716,57.749
2,329,0.89765,57.683
2,330,0.917,58.261
2,331,0.92597,58.41
2,332,0.93931,58.79
2,333,0.95558,59.73
2,334,0.96228,59.207
2,335,0.97711,60.424
2,336,0.9874,60.531
2,337,1.01066,60.762
3,0,0.06462,31.956
3,1,0.06697,32.125
3,2,0.06197,32.091
3,3,0.06412,32.116
3,4,0.06514,32.171
3,5,0.06791,32.577
3,6,0.06564,32.401
3,7,0.07378,32.296
3,8,0.06048,32.307
3,9,0.0733,32.465
3,10,0.07252,32.516
3,11,0.063,32.039
3,12,0.06835,32.2
3,13,0.06626,32.642
3,14,0.06481,32.549
3,15,0.06129,32.084
3,16,0.06063,32.187
3,17,0.06949,32.429
3,18,0.07139,32.316
3,19,0.0675,32.254
3,20,0.06816,32.478
3,21,0.06916,32.19
3,22,0.06338,32.106
3,23,0.06611,32.339
3,24,0.07001,32.258
3,25,0.06089,32.611
3,26,0.06289,32.401
3,27,0.06767,32.414
3,28,0.06766,32.287
3,29,0.06965,32.33
3,30,0.07258,32.612
3,31,0.07044,32.338
3,32,0.06722,32.114
3,33,0.06689,32.135
3,34,0.07368,32.538
3,35,0.06924,32.362
3,36,0.06949,32.907
3,37,0.06763,32.233
3,38,0.07108,31.952
3,39,0.06936,32.336
3,40,0.06527,32.4
3,41,0.0696,32.056
3,42,0.06693,31.766
3,43,0.07084,32.507
3,44,0.06663,32.444
3,45,0.06482,32.093
3,46,0.07177,32.338
3,47,0.06999,32.315
3,48,0.06875,32.32
3,49,0.06772,32.426
3,50,0.06819,32.381
3,51,0.06794,32.064
3,52,0.07466,32.654
3,53,0.08032,32.5
3,54,0.07048,32.415
3,55,0.07544,32.474
3,56,0.06696,32.586
3,57,0.07054,32.618
3,58,0.17502,38.739287848338314
3,59,0.07144,32.388
3,60,0.07224,32.661
3,61,0.06928,32.43
3,62,0.06817,32.179
3,63,0.07269,32.109
3,64,0.08123,32.495
3,65,0.073,32.743
3,66,0.06989,31.964
3,67,0.07174,32.3
3,68,0.06459,32.337
3,69,0.07471,32.784
3,70,0.06958,32.096
3,71,0.07262,32.481
3,72,0.07812,32.931
3,73,0.07948,32.741
3,74,0.07802,32.518
3,75,0.07568,32.344
3,76,0.07546,32.594
3,77,0.08229,32.717
3,78,0.07596,32.637
3,79,0.07398,32.376
3,80,0.0812,32.537
3,81,0.0709,32.588
3,82,0.08105,32.638
3,83,0.07488,32.617
3,84,0.074,32.38
3,85,0.08056,32.837
3,86,0.08251,32.518
3,87,0.07547,32.633
3,88,0.07399,32.665
3,89,0.08281,32.66
3,90,0.0,19.73235301015125
3,91,0.08556,33.001
3,92,0.08096,32.556
3,93,0.08026,32.818
3,94,0.07821,32.532
3,95,0.17416,38.31314493596774
3,96,0.07173,32.591
3,97,0.08035,32.613
3,98,0.07867,32.706
3,99,0.07958,32.421
3,100,0.08414,32.874
3,101,0.0818,32.917
3,102,0.07773,32.881
3,103,0.08068,32.896
3,104,0.08443,32.613
3,105,0.08376,32.868
3,106,0.08213,32.739
3,107,0.08193,32.915
3,108,0.08484,32.838
3,109,0.07683,32.713
3,110,0.08596,33.323
3,111,0.08764,32.528
3,112,0.08393,33.169
3,113,0.08639,32.94
3,114,0.08778,32.787
3,115,0.08637,32.823
3,116,0.08466,32.993
3,117,0.08132,32.994
3,118,0.08363,32.851
3,119,0.08001,32.844
3,120,0.0917,32.916
3,121,0.08177,32.804
3,122,0.09233,32.746
3,123,0.08239,32.674
3,124,0.08385,32.641
3,125,0.07906,32.792
3,126,0.08911,32.608
3,127,0.0939,33.415
3,128,0.08538,33.08
3,129,0.08642,32.911
3,130,0.08569,33.298
3,131,0.08818,32.948
3,132,0.08695,33.262
3,133,0.09758,33.505
3,134,0.0942,32.962
3,135,0.09403,33.081
3,136,0.09631,33.368
3,137,0.08881,33.13
3,138,0.09449,32.54
3,139,0.09532,33.031
3,140,0.08893,32.775
3,141,0.0923,33.131
3,142,0.08774,32.949
3,143,0.09588,33.505
3,144,0.08964,32.893
3,145,0.09537,33.348
3,146,0.09349,33.307
3,147,0.08734,32.649
3,148,0.09687,32.877
3,149,0.09117,32.899
3,150,0.09935,32.848
3,151,0.09734,33.379
3,152,0.09628,33.07
3,153,0.09907,33.181
3,154,0.10344,33.116
3,155,0.09809,33.234
3,156,0.0972,32.594
3,157,0.09849,33.384
3,158,0.10267,33.389
3,159,0.0956,33.204
3,160,0.09813,33.265
3,161,0.10135,33.086
3,162,0.09773,33.254
3,163,0.10087,33.1
3,164,0.09851,33.144
3,165,0.10893,33.383
3,166,0.10306,33.349
3,167,0.09906,32.867
3,168,0.09994,33.293
3,169,0.10487,33.518
3,170,0.10539,33.37
3,171,0.10307,33.505
3,172,0.10229,33.085
3,173,0.10873,33.216
3,174,0.11662,33.714
3,175,0.10885,33.324
3,176,0.1067,33.342
3,177,0.10631,33.543
3,178,0.10719,33.644
3,179,0.12017,33.735
3,180,0.11065,33.611
3,181,0.11782,33.714
3,182,0.10779,33.204
3,183,0.11141,33.466
3,184,0.12023,34.15
3,185,0.10861,33.337
3,186,0.11359,33.895
3,187,0.11409,33.499
3,188,0.11419,33.506
3,189,0.11741,33.577
3,190,0.11354,33.846
3,191,0.11309,33.312
3,192,0.11713,33.64
3,193,0.11939,33.837
3,194,0.11782,33.718
3,195,0.11561,33.687
3,196,0.12269,33.668
3,197,0.11976,33.991
3,198,0.12243,34.118
3,199,0.11877,33.39
3,200,0.12248,33.93
3,201,0.12779,34.24
3,202,0.12511,34.082
3,203,0.12285,33.624
3,204,0.12475,34.116
3,205,0.12757,34.163
3,206,0.12391,33.843
3,207,0.12824,33.905
3,208,0.12493,33.984
3,209,0.13073,34.042
3,210,0.12373,33.744
3,211,0.1299,34.098
3,212,0.13077,34.187
3,213,0.13055,34.13
3,214,0.13107,34.321
3,215,0.13771,34.035
3,216,0.1317,34.115
3,217,0.13241,34.486
3,218,0.13512,34.041
3,219,0.13738,34.317
3,220,0.13698,34.614
3,221,0.13794,34.218
3,222,0.1295,34.016
3,223,0.14334,34.407
3,224,0.12995,33.961
3,225,0.14369,34.544
3,226,0.13718,34.145
3,227,0.13972,34.194
3,228,0.13407,34.326
3,229,0.14806,34.25
3,230,0.14885,34.555
3,231,0.14963,34.605
3,232,0.14614,34.576
3,233,0.14331,34.664
3,234,0.14286,34.332
3,235,0.15033,34.514
3,236,0.15224,34.943
3,237,0.15409,34.331
3,238,0.15145,34.852
3,239,0.14661,34.659
3,240,0.15548,34.514
3,241,0.15708,34.855
3,242,0.1573,34.613
3,243,0.15626,34.437
3,244,0.14752,34.568
3,245,0.162,34.985
3,246,0.15833,34.797
3,247,0.15581,34.721
3,248,0.16228,34.854
3,249,0.16461,35.044
3,250,0.1639,35.163
3,251,0.16156,35.054
3,252,0.16316,35.034
3,253,0.16318,34.784
3,254,0.1672,34.698
3,255,0.16672,34.741
3,256,0.17211,35.419
3,257,0.16663,35.146
3,258,0.17479,35.463
3,259,0.17317,35.385
3,260,0.17084,35.191
3,261,0.1727,35.079
3,262,0.17587,35.381
3,263,0.18154,35.519
3,264,0.18062,35.572
3,265,0.18999,35.334
3,266,0.17768,35.656
3,267,0.28023,47.43596376729571
3,268,0.18377,35.948
3,269,0.17963,35.659
3,270,0.19232,35.557
3,271,0.18971,35.496
3,272,0.18796,35.59
3,273,0.1795,35.496
3,274,0.19098,36.019
3,275,0.19415,36.268
3,276,0.19345,35.77
3,277,0.19361,35.707
3,278,0.18685,35.567
3,279,0.18876,35.754
3,280,0.19344,35.612
3,281,0.1971,35.849
3,282,0.2012,36.219
3,283,0.20026,36.072
3,284,0.21491,36.451
3,285,0.2047,35.941
3,286,0.20609,35.958
3,287,0.2094,36.246
3,288,0.20115,35.997
3,289,0.21559,36.314
3,290,0.21018,35.971
3,291,0.20687,36.323
3,292,0.21511,36.535
3,293,0.2235,36.794
3,294,0.21677,36.455
3,295,0.21805,36.319
3,296,0.22347,36.442
3,297,0.21487,36.197
3,298,0.2241,36.93
3,299,0.225,36.753
3,300,0.22794,36.976
3,301,0.23491,37.156
3,302,0.22503,36.692
3,303,0.2367,37.045
3,304,0.23793,37.014
3,305,0.23413,36.56
3,306,0.23628,37.493
3,307,0.23869,36.631
3,308,0.24534,37.376
3,309,0.24936,37.408
3,310,0.24941,37.683
3,311,0.24488,37.003
3,312,0.24533,37.151
3,313,0.25732,37.636
3,314,0.25543,37.115
3,315,0.2526,37.035
3,316,0.26198,37.975
3,317,0.26236,37.471
3,318,0.26713,37.747
3,319,0.25833,37.365
3,320,0.26346,37.708
3,321,0.26655,37.5
3,322,0.27409,37.958
3,323,0.26844,38.056
3,324,0.26864,37.513
3,325,0.28056,38.542
3,326,0.27573,38.023
3,327,0.27513,38.017
3,328,0.27997,38.128
3,329,0.28569,38.084
3,330,0.28481,37.919
3,331,0.28705,38.322
3,332,0.29163,38.513
3,333,0.29659,38.293
3,334,0.28932,38.508
3,335,0.28941,38.442
3,336,0.29518,38.877
3,337,0.30325,38.738
3,338,0.30953,38.741
3,339,0.30352,38.537
3,340,0.30598,38.869
3,341,0.31385,39.263
3,342,0.30704,38.851
3,343,0.3124,38.99
3,344,0.32868,39.533
3,345,0.32548,39.78
3,346,0.32895,39.393
3,347,0.32193,39.285
3,348,0.32737,39.134
3,349,0.33324,39.652
3,350,0.34201,39.766
3,351,0.33875,39.616
3,352,0.34383,39.863
3,353,0.33839,39.737
3,354,0.3474,40.036
3,355,0.35282,39.843
3,356,0.34808,40.131
3,357,0.35139,40.142
3,358,0.34749,40.53
3,359,0.35899,40.539
3,360,0.36165,40.456
3,361,0.37192,40.886
3,362,0.36812,40.522
3,363,0.37596,41.23
3,364,0.37576,41.149
3,365,0.37709,40.984
3,366,0.38556,40.943
3,367,0.3813,41.138
3,368,0.38532,40.839
3,369,0.3879,40.981
3,370,0.39728,41.447
3,371,0.39997,41.501
3,372,0.39802,41.503
3,373,0.40844,41.765
3,374,0.40885,41.506
3,375,0.41128,41.561
3,376,0.41374,41.464
3,377,0.41075,41.673
3,378,0.41857,41.945
3,379,0.42373,42.07
3,380,0.43025,42.149
3,381,0.43051,42.54
3,382,0.43501,42.336
3,383,0.43898,42.447
3,384,0.43949,42.294
3,385,0.44299,42.764
3,386,0.44727,42.675
3,387,0.45639,42.898
3,388,0.45994,42.743
3,389,0.46074,43.088
3,390,0.46526,42.865
3,391,0.47391,43.261
3,392,0.47441,43.447
3,393,0.4811,44.065
3,394,0.47597,43.358
3,395,0.48598,43.539
3,396,0.49248,44.106
3,397,0.49575,44.074
3,398,0.5032,43.998
3,399,0.50223,44.055
3,400,0.50982,44.043
3,401,0.51047,44.495
3,402,0.51117,44.321
3,403,0.51943,44.863
3,404,0.51969,44.507
3,405,0.53282,44.982
3,406,0.52975,45.098
3,407,0.53549,45.315
3,408,0.53942,45.184
3,409,0.55052,45.473
3,410,0.55449,45.614
3,411,0.56415,46.204
3,412,0.55572,45.765
3,413,0.56262,45.887
3,414,0.57106,45.867
3,415,0.57997,46.362
3,416,0.57959,46.223
3,417,0.58633,46.576
3,418,0.59036,46.038
3,419,0.59607,46.471
3,420,0.60036,46.595
3,421,0.60077,47.134
3,422,0.61044,47.072
3,423,0.61899,47.31
3,424,0.63087,47.653
3,425,0.62936,47.861
3,426,0.6398,47.802
3,427,0.63727,48.137
3,428,0.64778,48.383
3,429,0.64472,48.394
3,430,0.65286,48.345
3,431,0.66107,48.355
3,432,0.66183,48.202
3,433,0.67384,48.573
3,434,0.67475,48.86
3,435,0.67472,49.058
3,436,0.68168,49.076
3,437,0.69749,49.63
3,438,0.70342,50.088
3,439,0.71067,50.092
3,440,0.71319,49.975
3,441,0.72862,50.323
3,442,0.7296,50.593
3,443,0.73232,50.039
3,444,0.74284,50.956
3,445,0.743,50.896
3,446,0.75776,50.71
3,447,0.75802,51.093
3,448,0.76783,51.29
3,449,0.7722,51.892
3,450,0.78187,51.682
3,451,0.78911,52.126
3,452,0.79652,52.179
3,453,0.80083,52.205
3,454,0.80821,52.607
3,455,0.81387,52.772
3,456,0.83082,53.22
3,457,0.83107,52.902
3,458,0.84632,53.343
